"stock","terminal_catch_year","n_retros","fbar_rho","ssb_rho","ssb_intermediate_year","rec_rho","rec_intermediate_year","expert_opinion","modified","year","StockDatabaseID","StockKey","StockKeyDescription","PreviousStockKey","PreviousStockKeyLabel","SpeciesScientificName","SpeciesCommonName","EcoRegion","ExpertGroup","ExpertGroupDescription","AdviceDraftingGroup","AdviceDraftingGroupDescription","DataCategory","YearOfLastAssessment","AssessmentFrequency","YearOfNextAssessment","AssessmentType","AdviceReleaseDate","AdviceCategory","AdviceType","UseOfDiscardsInAdvice","PABufferApplied","TrophicGuild","FisheriesGuild","SizeGuild","Published","GeneratedOn","SectionNumber","AssessmentKey","ModifiedDate"
"ple.27.89a",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2147,169184,"Plaice (Pleuronectes platessa) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",136623,"ple-89a","Pleuronectes platessa","Plaice","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group",5.2,2019,2,2021,"no assessment","28/06/19","PA","Landings","not used","Yes in year(s) 2015, 2019","demersal benthivore","Benthic","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","7.3.6",12641,"2019-07-03T11:43:13.937+01:00"
"pok.27.1-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1695,169238,"Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",136675,"sai-arct","Pollachius virens","Saithe","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Norwegian Sea Ecoregion","AFWG","Arctic Fisheries Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks",1,2018,1,2019,"Age-structured model (SAM) that uses landings in the model and the forecast","13/06/18","MP","Catches","Not used",NA,"demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","3.3.10",9925,"2018-05-28T14:26:16.65+01:00"
"pok.27.1-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2189,169238,"Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",136675,"sai-arct","Pollachius virens","Saithe","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Norwegian Sea Ecoregion","AFWG","Arctic Fisheries Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks",1,2018,1,2019,"Age-structured model (SAM) that uses landings in the model and the forecast","13/06/19","MP","Catches","Not used",NA,"demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","3.3.10",NA,"2018-05-28T14:26:16.65+01:00"
"pok.27.3a46",2017,5,0.0283,-0.01341,"No",-0.06879,"No","","5/2/2018 4:59 PM",2018,1694,169237,"Saithe (Pollachius virens) in Subareas 4, 6 and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)",136674,"sai-3a46","Pollachius virens","Saithe","Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks",1,2018,1,2019,"Age-based analytical assessment (SAM)","29/06/18","MSY","Catches","",NA,"demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.38",10324,"2018-11-14T11:09:16.963+01:00"
"pok.27.3a46",2018,5,-0.024,0.024,"No",-0.023,"No","","6/4/2019 12:32 PM",2019,2188,169237,"Saithe (Pollachius virens) in Subareas 4, 6 and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)",136674,"sai-3a46","Pollachius virens","Saithe","Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks",1,2018,1,2019,"Age-based analytical assessment (SAM)","30/06/19","MSY","Catches","",NA,"demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.38",12583,"2019-05-20T10:33:34.273+01:00"
"pok.27.5a",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1756,169240,"Saithe (Pollachius virens) in Division 5.a (Iceland grounds)",136677,"sai-icel","Pollachius virens","Saithe","Greenland Sea Ecoregion, Iceland Sea Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks",1,2017,1,2018,"Age-structured model, separable statistical catch-at-age model","13/06/18","MP","Catches","Not used",NA,"demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","2.3.15",9933,"2017-11-14T13:31:42.757+01:00"
"pok.27.5a",2018,5,-0.07,0.08,"Yes",-0.46,"No","Survey indices for this stock are very noisy, F not very high and  retro of 5 years meaningless exercise.  Longer term retro (20 years) gives SSB rho of -0.02 the value is just depending on how many periods of over and underestimation are included.   Recruitment estimated are always poor usually N3 is underestimated.  ","5/8/2019 11:08 AM",2019,2250,169240,"Saithe (Pollachius virens) in Division 5.a (Iceland grounds)",136677,"sai-icel","Pollachius virens","Saithe","Greenland Sea Ecoregion, Iceland Sea Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks",1,2019,1,2020,"Age-structured model, separable statistical catch-at-age model","13/06/19","MP","Catches","Not used",NA,"demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","2.3.15",12988,"2019-06-17T13:50:58.373+01:00"
"pok.27.5b",2017,10,-0.06,0.4,"No",1.28,"No","","5/8/2018 3:42 PM",2018,1840,169239,"Saithe (Pollachius virens) in Division 5.b (Faroes grounds)",136676,"sai-faro","Pollachius virens","Saithe","Faroes Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks",1.7,2018,1,2019,"Age-structured model (SAM)","13/06/18","MSY","Fishing mortality","Not used",NA,"demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","4.3.4",10278,"2018-12-12T12:24:44.65+01:00"
"pok.27.5b",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2381,169239,"Saithe (Pollachius virens) in Division 5.b (Faroes grounds)",136676,"sai-faro","Pollachius virens","Saithe","Faroes Ecoregion","NWWG","North-Western Working Group","ADGICAPFS","Advice Drafting Group on Icelandic capelin and Faroese fish stocks",1.7,2017,1,2018,"Age-structured model (SAM)","29/11/19","MSY","Fishing mortality","Not used",NA,"demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","4.3.4",NA,"2019-08-21T09:07:17.417+01:00"
"pol.27.3a4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1666,169192,"Pollack (Pollachius pollachius) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)",136633,"pol-nsea","Pollachius pollachius","Pollack","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks",5.2,2018,3,2021,"no assessment","29/06/18","PA/Stock status only","Catches","Not used","Yes in year(s) 2016","demersal piscivore","Demersal","large benthopelagic",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.32",9563,"2018-11-14T11:10:54.857+01:00"
"pol.27.3a4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2160,169192,"Pollack (Pollachius pollachius) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)",136633,"pol-nsea","Pollachius pollachius","Pollack","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks",5.2,2018,3,2021,"no assessment","30/06/19","PA/Stock status only","Catches","Not used","Yes in year(s) 2016","demersal piscivore","Demersal","large benthopelagic",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.32",NA,"2019-02-18T10:06:16.27+01:00"
"pol.27.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1665,169191,"Pollack (Pollachius pollachius) in subareas 6-7 (Celtic Seas and the English Channel) ",136632,"pol-celt","Pollachius pollachius","Pollack","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group",4.12,2018,1,2019,"DCAC (Depletion-Corrected Average Catch).","29/06/18","PA","Catches","Not used","Yes in year(s) 2018","demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","5.3.37",9886,"2018-11-14T14:09:33.647+01:00"
"pol.27.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2159,169191,"Pollack (Pollachius pollachius) in subareas 6-7 (Celtic Seas and the English Channel) ",136632,"pol-celt","Pollachius pollachius","Pollack","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group",4.12,2018,1,2019,"DCAC (Depletion-Corrected Average Catch).","28/06/19","PA","Catches","Not used","Yes in year(s) 2018","demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","5.3.37",12790,"2018-11-14T14:09:33.647+01:00"
"pol.27.89a",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1664,169190,"Pollack (Pollachius pollachius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",136631,"pol-89a","Pollachius pollachius","Pollack","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group",5.2,2017,2,2019,"no assessment","29/06/18","PA","Landings","Not used","Yes in year(s) 2014, 2017","demersal piscivore","Benthic","large benthopelagic",TRUE,"2019-10-19T16:47:41.49+01:00","7.3.12",NA,"2018-11-15T12:17:27.713+01:00"
"pol.27.89a",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2158,169190,"Pollack (Pollachius pollachius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",136631,"pol-89a","Pollachius pollachius","Pollack","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group",5.2,2019,2,2021,"no assessment","28/06/19","PA","Landings","Not used","Yes in year(s) 2014, 2017","demersal piscivore","Demersal","large benthopelagic",TRUE,"2019-10-19T16:47:41.49+01:00","7.3.12",12993,"2019-08-20T12:25:12.62+01:00"
"por.27.nea",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1667,169193,"Porbeagle (Lamna nasus) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",136634,"por-nea","Lamna nasus","Porbeagle","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group",6.3,2015,4,2019,"no assessment","05/10/18","PA","No directed fisheries","Not used","No","pelagic piscivore","Elasmobranch","large pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","9.3.30",NA,"2018-11-14T11:12:21.127+01:00"
"por.27.nea",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2161,169193,"Porbeagle (Lamna nasus) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",136634,"por-nea","Lamna nasus","Porbeagle","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group",6.3,2019,4,2023,"no assessment","04/10/19","PA","No directed fisheries","Not used","No","pelagic piscivore","Elasmobranch","large pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","9.3.30",NA,"2019-10-17T08:18:25.857+01:00"
"pra.27.1-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1722,169177,"Northern shrimp (Pandalus borealis) in subareas 1 and 2 (Northeast Arctic)",136615,"pan-barn","Pandalus borealis","Northern shrimp","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion","NIPAG","Joint NAFO/ICES Pandalus Assessment Working Group","ADGPAND","Pandalus Advice Drafting Group",1.6,2017,1,2018,"Bayesian fitting of a surplus-production model",NA,"MSY","Catches","Discarding is  considered  to be  negligible",NA,"crustacean","Crustacean","shrimp",TRUE,"2019-10-19T16:47:41.49+01:00","3.3.7",10216,"2018-02-20T09:37:57.84+01:00"
"pra.27.1-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2216,169177,"Northern shrimp (Pandalus borealis) in subareas 1 and 2 (Northeast Arctic)",136615,"pan-barn","Pandalus borealis","Northern shrimp","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion","NIPAG","Joint NAFO/ICES Pandalus Assessment Working Group","ADGPAND","Pandalus Advice Drafting Group",1.6,2017,1,2018,"Bayesian fitting of a surplus-production model","29/11/19","MSY","Catches","Discarding is  considered  to be  negligible",NA,"crustacean","Crustacean","shrimp",TRUE,"2019-10-19T16:47:41.49+01:00","3.3.7",NA,"2018-02-20T09:37:57.84+01:00"
"pra.27.3a4a",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1805,169179,"Northern shrimp (Pandalus borealis) in divisions 3.a and 4.a East (Skagerrak and Kattegat and northern North Sea in the Norwegian Deep)",136617,"pan-sknd","Pandalus borealis","Northern shrimp","Greater North Sea Ecoregion","NIPAG","Joint NAFO/ICES Pandalus Assessment Working Group","ADGPAND","Pandalus Advice Drafting Group",1,2018,1,2019,"Quarterly length-based analytical assessment (Stock Synthesis 3) uses catch in model and forecast",NA,"MSY","Catches","assessment",NA,"crustacean","Crustacean","shrimp",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.31",10172,"2018-11-20T09:13:26.933+01:00"
"pra.27.3a4a",2018,5,-0.2029,0.0855,"Yes",0.2734,"Yes","Retrospective bias in the recruitment is likely due to the difficulty in estimating the year class from only one observation (the norwegian survey). Squid plots of retrospective patterns in estimation of recruitment deviations also show that you need two observation years of a cohort to estimate it (more) accurately. ","3/1/2019 11:43 AM",2019,2355,169179,"Northern shrimp (Pandalus borealis) in divisions 3.a and 4.a East (Skagerrak and Kattegat and northern North Sea in the Norwegian Deep)",136617,"pan-sknd","Pandalus borealis","Northern shrimp","Greater North Sea Ecoregion","NIPAG","Joint NAFO/ICES Pandalus Assessment Working Group","ADGPAND","Pandalus Advice Drafting Group",1,2018,1,2019,"Quarterly length-based analytical assessment (Stock Synthesis 3) uses catch in model and forecast","29/11/19","MSY","Catches","assessment",NA,"crustacean","Crustacean","shrimp",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.31",10367,"2019-02-08T12:59:18.707+01:00"
"pra.27.4a",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1723,169178,"Northern shrimp (Pandalus borealis) in Division 4.a West (northern North Sea, Fladen Ground)",136616,"pan-flad","Pandalus borealis","Northern shrimp","Greater North Sea Ecoregion","NIPAG","Joint NAFO/ICES Pandalus Assessment Working Group","ADGPAND","Pandalus Advice Drafting Group",6.3,2018,3,2021,"no assessment",NA,"PA","No directed fisheries","Not used","No","crustacean","Crustacean","shrimp",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.30",10220,"2018-11-20T09:11:15.96+01:00"
"pra.27.4a",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2217,169178,"Northern shrimp (Pandalus borealis) in Division 4.a West (northern North Sea, Fladen Ground)",136616,"pan-flad","Pandalus borealis","Northern shrimp","Greater North Sea Ecoregion","NIPAG","Joint NAFO/ICES Pandalus Assessment Working Group","ADGPAND","Pandalus Advice Drafting Group",6.3,2018,3,2021,"no assessment","29/11/19","PA","No directed fisheries","Not used","No","crustacean","Crustacean","shrimp",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.30",NA,"2019-05-02T08:07:31.497+01:00"
"raj.27.1012",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1671,169197,"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in subareas 10 and 12 (Azores grounds and north of Azores)",136638,"raj-mar","Rajidae","Rays and skates","Azores Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group",3.2,2017,2,2019,"Survey trends-based assessment","05/10/18","PA","Landings","Not used","Yes in year(s) 2015","demersal benthivore","Elasmobranch","demersal",TRUE,"2019-10-19T16:47:41.49+01:00","9.3.31",NA,"2018-11-14T11:15:13.45+01:00"
"raj.27.1012",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2165,169197,"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in subareas 10 and 12 (Azores grounds and north of Azores)",136638,"raj-mar","Rajidae","Rays and skates","Azores Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group",3.2,2019,2,2021,"Survey trends-based assessment","04/10/19","PA","Landings","Not used","Yes in year(s) 2015, 2019","demersal benthivore","Elasmobranch","demersal",TRUE,"2019-10-19T16:47:41.49+01:00","9.3.31",NA,"2019-10-17T08:24:51.803+01:00"
"raj.27.3a47d",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1668,169194,"Rays and skates (Rajidae) in Subarea 4 and in divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)",136635,"raj-347d","Rajidae","Rays and skates","Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group",6.9,2017,2,2019,"no assessment","05/10/18","PA","No advice","Not used","No","demersal benthivore","Elasmobranch","demersal",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.27",NA,"2018-11-19T16:15:10.283+01:00"
"raj.27.3a47d",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2162,169194,"Rays and skates (Rajidae) in Subarea 4 and in divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)",136635,"raj-347d","Rajidae","Rays and skates","Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group",6.9,2019,2,2021,"no assessment","04/10/19","PA","No advice","Not used","No","demersal benthivore","Elasmobranch","demersal",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.27",NA,"2019-10-17T08:34:56.803+01:00"
"raj.27.67a-ce-h",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1670,169196,"Rays and skates (Rajidae) in Subarea 6 and divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)",136637,"raj-celt","Rajidae","Rays and skates","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group",6.9,2018,2,2020,"no assessment","05/10/18","No advice","No advice","Not used","No","demersal benthivore","Elasmobranch","demersal",TRUE,"2019-10-19T16:47:41.49+01:00","5.3.38",10096,"2018-11-19T15:43:10.8+01:00"
"raj.27.67a-ce-h",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2164,169196,"Rays and skates (Rajidae) in Subarea 6 and divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)",136637,"raj-celt","Rajidae","Rays and skates","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group",6.9,2018,2,2020,"no assessment","04/10/19","No advice","No advice","Not used","No","demersal benthivore","Elasmobranch","demersal",TRUE,"2019-10-19T16:47:41.49+01:00","5.3.38",NA,"2018-11-19T15:43:10.8+01:00"
"raj.27.89a",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1669,169195,"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",136636,"raj-89a","Rajidae","Rays and skates","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group",5.9,2018,2,2020,"no assessment","05/10/18","No advice","No advice","not used","Yes in year(s) 2014","demersal benthivore","Elasmobranch","demersal",TRUE,"2019-10-19T16:47:41.49+01:00","7.3.11",10097,"2018-11-19T15:47:07.667+01:00"
"raj.27.89a",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2163,169195,"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",136636,"raj-89a","Rajidae","Rays and skates","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group",5.9,2018,2,2020,"no assessment","04/10/19","No advice","No advice","not used","Yes in year(s) 2014","demersal benthivore","Elasmobranch","demersal",TRUE,"2019-10-19T16:47:41.49+01:00","7.3.11",NA,"2018-11-19T15:47:07.667+01:00"
"reb.2127.dp",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1729,169264,"Beaked redfish (Sebastes mentella) in ICES subareas 5, 12, and 14 (Iceland and Faroe grounds, North of Azores, East of Greenland) and NAFO subareas 1 and 2 (deep pelagic stock > 500 m) ",136704,"smn-dp","Sebastes mentella","Beaked redfish","Arctic Ocean Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks",2.13,2018,4,2022,"Analytical age-length structured, catches in model and forecast","13/06/18","MSY","Catches","Not used",NA,"demersal piscivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","2.3.12",NA,"2018-11-15T11:24:15.807+01:00"
"reb.2127.dp",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2223,169264,"Beaked redfish (Sebastes mentella) in ICES subareas 5, 12, and 14 (Iceland and Faroe grounds, North of Azores, East of Greenland) and NAFO subareas 1 and 2 (deep pelagic stock > 500 m) ",136704,"smn-dp","Sebastes mentella","Beaked redfish","Arctic Ocean Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks",2.13,2018,4,2022,"Analytical age-length structured, catches in model and forecast","13/06/19","MSY","Catches","Not used",NA,"demersal piscivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","2.3.12",NA,"2019-01-09T12:21:01.9+01:00"
"reb.2127.sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1731,169266,"Beaked redfish (Sebastes mentella) in ICES subareas 5, 12, and 14 (Iceland and Faroe grounds, North of Azores, East of Greenland) and NAFO subareas 1 and 2 (shallow pelagic stock < 500 m)",136706,"smn-sp","Sebastes mentella","Beaked redfish","Arctic Ocean Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks",3.14,2018,4,2022,"Survey trends-based assessment","13/06/18","PA","Catches","Not used","No","demersal piscivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","2.3.9",NA,"2018-11-15T11:21:32.267+01:00"
"reb.2127.sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2225,169266,"Beaked redfish (Sebastes mentella) in ICES subareas 5, 12, and 14 (Iceland and Faroe grounds, North of Azores, East of Greenland) and NAFO subareas 1 and 2 (shallow pelagic stock < 500 m)",136706,"smn-sp","Sebastes mentella","Beaked redfish","Arctic Ocean Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks",3.14,2018,4,2022,"Survey trends-based assessment","13/06/19","PA","Catches","Not used","No","demersal piscivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","2.3.9",NA,"2019-01-09T12:21:23.517+01:00"
"reb.27.1-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1818,169262,"Beaked redfish  (Sebastes mentella) in subareas 1 and 2 (Northeast Arctic)",136702,"smn-arct","Sebastes mentella","Beaked redfish","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion","AFWG","Arctic Fisheries Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks",1,2018,2,2020,"Age-structured model, statistical catch-at-age","13/06/18","PA","Catches","Not used",NA,"demersal piscivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","3.3.8",10161,"2018-09-25T13:50:03.42+01:00"
"reb.27.1-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2379,169262,"Beaked redfish  (Sebastes mentella) in subareas 1 and 2 (Northeast Arctic)",136702,"smn-arct","Sebastes mentella","Beaked redfish","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion","AFWG","Arctic Fisheries Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks",1,2018,2,2020,"Age-structured model, statistical catch-at-age","13/06/19","PA","Catches","Not used",NA,"demersal piscivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","3.3.8",NA,"2019-01-09T12:47:57.777+01:00"
